Sentence_ID,Source_Language,Target_Language,Source_Text,Target_Text,Domain,Sentence_Length,Translation_Quality,Speaker_Region,Formality
S0258,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Daily Conversation,4,High,Eastern,Informal
S0259,English,Luganda,Thank you,[Luganda translation] Webale,Health,2,High,Northern,Informal
S0260,English,Acholi,Thank you,[Acholi translation] Apwoyo,Daily Conversation,2,High,Central,Informal
S0261,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Government,4,High,Northern,Formal
S0262,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Business,2,High,Northern,Formal
S0263,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Northern,Informal
S0264,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Agriculture,3,High,Eastern,Informal
S0265,English,Lusoga,Welcome,[Lusoga translation] Tusangaile,Business,1,High,Northern,Informal
S0266,English,Rukiga,School begins tomorrow,[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Eastern,Informal
S0267,English,Runyankole,School begins tomorrow,[Runyankole translation] Isomero niritandika nkyakare,Education,3,High,Western,Informal
S0268,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,Central,Formal
S0269,English,Lusoga,Welcome,[Lusoga translation] Tusangaile,Health,1,High,Western,Informal
S0270,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,West Nile,Formal
S0271,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,Eastern,Informal
S0272,English,Runyankole,Open the door,[Runyankole translation] YIgura orwigyi,Government,3,High,Western,Informal
S0273,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Agriculture,2,High,West Nile,Formal
S0274,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,Central,Informal
S0275,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,West Nile,Formal
S0276,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Central,Formal
S0094,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Western,Formal
S0278,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Northern,Formal
S0279,English,Lusoga,Thank you,[Lusoga translation] Webale,Education,2,High,Eastern,Informal
S0280,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Government,4,High,Northern,Informal
S0281,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Business,4,High,Northern,Informal
S0282,English,Lusoga,Thank you,[Lusoga translation] Webale,Education,2,High,Central,Informal
S0283,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Central,Informal
S0284,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Education,3,High,Central,Formal
S0285,English,Ateso,School begins tomorrow,[Ateso translation] Egenu esomero emoi,Education,3,High,West Nile,Formal
S0286,English,Lugbara,The road is bad,[Lugbara translation] Njila unji,Agriculture,4,High,Central,Informal
S0287,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Health,4,High,West Nile,Formal
S0288,English,Runyankole,Good morning,[Runyankole translation] Oreire ota,Business,2,High,Western,Informal
S0289,English,Rukiga,The road is bad,[Rukiga translation] Oruguuto nirubi,Daily Conversation,4,High,Eastern,Informal
S0290,English,Luganda,Thank you,[Luganda translation] Webale,Agriculture,2,High,Western,Formal
S0252,English,Acholi,Open the door,[Acholi translation] Yab doggola,Health,3,High,West Nile,Informal
S0292,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Agriculture,1,High,Western,Formal
S0293,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Agriculture,2,High,Northern,Informal
S0294,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Education,3,High,Northern,Formal
S0295,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Daily Conversation,4,High,Northern,Formal
S0296,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Eastern,Formal
S0297,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Education,4,High,Northern,Informal
S0298,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Agriculture,4,High,Northern,Informal
S0299,English,Rukiga,Good morning,[Rukiga translation] Bwashesha gye,Government,2,High,West Nile,Formal
S0095,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Eastern,Formal
S0301,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Daily Conversation,3,High,Western,Informal
S0302,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Central,Formal
S0001,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Agriculture,4,High,Eastern,Formal
S0304,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Central,Formal
S0305,English,Lusoga,Thank you,[Lusoga translation] Webale,Health,2,High,West Nile,Informal
S0306,English,Acholi,Welcome,[Acholi translation] Wa joli,Government,1,High,Western,Formal
S0307,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,West Nile,Informal
S0308,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Tourism,3,High,Central,Informal
S0309,English,Rukiga,We are going home,[Rukiga translation] Turiyo nituza omuka,Daily Conversation,4,High,Central,Informal
S0310,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Health,3,High,West Nile,Informal
S0311,English,Runyankole,Open the door,[Runyankole translation] YIgura orwigyi,Health,3,High,Eastern,Informal
S0312,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Northern,Informal
S0313,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaishwa mingi,Tourism,5,High,West Nile,Formal
S0314,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,Eastern,Formal
S0315,English,Acholi,Good morning,[Acholi translation] Icoo Maber,Government,2,High,Eastern,Formal
S0316,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Western,Informal
S0317,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,West Nile,Informal
S0318,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Western,Formal
S0319,English,Runyankole,We are going home,[Runyankole translation] Turiyo nituza omuka,Daily Conversation,4,High,Central,Informal
S0320,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Western,Formal
S0321,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Northern,Informal
S0322,English,Rukiga,The road is bad,[Rukiga translation] Oruguuto nirubi,Health,4,High,Western,Informal
S0323,English,Acholi,Thank you,[Acholi translation] Apwoyo,Business,2,High,Central,Formal
S0324,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Daily Conversation,2,High,Western,Formal
S0325,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Central,Informal
S0326,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Daily Conversation,4,High,West Nile,Formal
S0327,English,Acholi,Welcome,[Acholi translation] Wa joli,Health,1,High,Eastern,Formal
S0328,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Eastern,Formal
S0329,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,West Nile,Informal
S0330,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Daily Conversation,3,High,Eastern,Informal
S0331,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Eastern,Informal
S0332,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Daily Conversation,3,High,West Nile,Formal
S0333,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Government,4,High,Northern,Informal
S0334,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,West Nile,Formal
S0335,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,West Nile,Formal
S0336,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Eastern,Formal
S0337,English,Acholi,Thank you,[Acholi translation] Apwoyo,Government,2,High,Western,Formal
S0338,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Agriculture,2,High,Western,Formal
S0339,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Western,Informal
S0340,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Northern,Formal
S0341,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Agriculture,3,High,Northern,Informal
S0342,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Eastern,Informal
S0343,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,Western,Formal
S0344,English,Runyankole,We are going home,[Runyankole translation] Turiyo nituza omuka,Government,4,High,Western,Formal
S0345,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,Northern,Informal
S0346,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,West Nile,Informal
S0347,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Government,4,High,Central,Informal
S0348,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Central,Informal
S0349,English,Lusoga,Thank you,[Lusoga translation] Webale,Education,2,High,Western,Informal
S0350,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Eastern,Informal
S0351,English,Rukiga,Good morning,[Rukiga translation] Bwashesha gye,Business,2,High,Western,Informal
S0352,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaishwa mingi,Tourism,5,High,Central,Informal
S0353,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Western,Informal
S0354,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Eastern,Informal
S0355,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,West Nile,Informal
S0356,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Business,4,High,Eastern,Informal
S0357,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Daily Conversation,4,High,West Nile,Formal
S0358,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Tourism,4,High,Eastern,Informal
S0359,English,Runyankole,School begins tomorrow,[Runyankole translation]Eishomero niritandika nyencakare,Education,3,High,West Nile,Formal
S0360,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Education,3,High,West Nile,Informal
S0361,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Government,4,High,Eastern,Informal
S0362,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Business,2,High,Northern,Formal
S0363,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Tourism,2,High,Western,Formal
S0364,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Daily Conversation,1,High,Eastern,Formal
S0365,English,Acholi,Welcome,[Acholi translation] Wa joli,Agriculture,1,High,Northern,Formal
S0366,English,Acholi,Welcome,[Acholi translation] Wa joli,Health,1,High,West Nile,Informal
S0367,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Business,4,High,West Nile,Informal
S0368,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Agriculture,1,High,Western,Informal
S0369,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Government,3,High,Northern,Informal
S0370,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Central,Formal
S0371,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Daily Conversation,4,High,Eastern,Informal
S0372,English,Acholi,The market is busy today,[Acholi translation] Cuk tye ka tic matek tin,Business,5,High,Central,Formal
S0373,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Daily Conversation,4,High,Central,Informal
S0374,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Eastern,Informal
S0375,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Eastern,Formal
S0376,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,Western,Informal
S0377,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Western,Formal
S0378,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Government,4,High,Central,Informal
S0379,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Education,4,High,Central,Informal
S0380,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Education,1,High,Eastern,Formal
S0381,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Daily Conversation,4,High,Eastern,Informal
S0382,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,West Nile,Formal
S0383,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,West Nile,Formal
S0384,English,Luganda,Thank you,[Luganda translation] Webale,Tourism,2,High,Northern,Informal
S0385,English,Runyankole,We are going home,[Runyankole translation] Turiyo nituza omuka,Daily Conversation,4,High,Western,Formal
S0386,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Eastern,Formal
S0387,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,Northern,Formal
S0388,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Education,1,High,Western,Informal
S0389,English,Runyankole,Thank you,[Runyankole translation] Webale,Daily Conversation,2,High,Western,Formal
S0390,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Western,Formal
S0391,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Central,Formal
S0392,English,Lusoga,Thank you,[Lusoga translation] Webale,Business,2,High,Western,Informal
S0393,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Health,3,High,Northern,Informal
S0394,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Education,4,High,Northern,Informal
S0395,English,Luganda,Thank you,[Luganda translation] Webale,Education,2,High,Northern,Formal
S0396,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Northern,Informal
S0397,English,Runyankole,Thank you,[Runyankole translation] Webale,Tourism,2,High,Central,Informal
S0398,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Central,Formal
S0399,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,Northern,Informal
S0400,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Daily Conversation,4,High,West Nile,Informal
